mets,rxn1,rxn2,type,maxCosine,cosines,formula1,formula2
accoa[m],RMC0092,RMC0097,P/P,NaN,,3 coa[m] + 3 nad[m] + 3 h2o[m] + nadph[m] + 2 fad[m] + fa14p2n6coa[m]  -> 3 accoa[m] + 3 nadh[m] + 2 h[m] + nadp[m] + 2 fadh2[m] + occoa[m] ,4 coa[m] + 4 nad[m] + 4 h2o[m] + 2 nadph[m] + 3 fad[m] + fa16p4n3coa[m]  -> 4 accoa[m] + 4 nadh[m] + 2 h[m] + 2 nadp[m] + 3 fadh2[m] + fa8p1n3coa[m] 
accoa[m],RMC0092,RMC0098,P/P,NaN,,3 coa[m] + 3 nad[m] + 3 h2o[m] + nadph[m] + 2 fad[m] + fa14p2n6coa[m]  -> 3 accoa[m] + 3 nadh[m] + 2 h[m] + nadp[m] + 2 fadh2[m] + occoa[m] ,2 coa[m] + 2 nad[m] + 2 h2o[m] + fad[m] + tmndnccoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + fadh2[m] + fa16p4n3coa[m] 
accoa[m],RMC0092,RMC0100,P/P,NaN,,3 coa[m] + 3 nad[m] + 3 h2o[m] + nadph[m] + 2 fad[m] + fa14p2n6coa[m]  -> 3 accoa[m] + 3 nadh[m] + 2 h[m] + nadp[m] + 2 fadh2[m] + occoa[m] ,2 coa[m] + 2 nad[m] + 2 h2o[m] + fad[m] + fa8p1n3coa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + fadh2[m] + btcoa[m] 
accoa[m],RMC0092,RMC0103,P/P,NaN,,3 coa[m] + 3 nad[m] + 3 h2o[m] + nadph[m] + 2 fad[m] + fa14p2n6coa[m]  -> 3 accoa[m] + 3 nadh[m] + 2 h[m] + nadp[m] + 2 fadh2[m] + occoa[m] ,coa[m] + nad[m] + h2o[m] + fad[m] + fa17p0isocoa[m]  -> accoa[m] + nadh[m] + h[m] + fadh2[m] + fa15p0isocoa[m] 
accoa[m],RMC0092,RMC0104,P/P,NaN,,3 coa[m] + 3 nad[m] + 3 h2o[m] + nadph[m] + 2 fad[m] + fa14p2n6coa[m]  -> 3 accoa[m] + 3 nadh[m] + 2 h[m] + nadp[m] + 2 fadh2[m] + occoa[m] ,3 coa[m] + 3 nad[m] + 3 h2o[m] + 3 fad[m] + fa15p0isocoa[m]  -> 3 accoa[m] + 3 nadh[m] + 3 h[m] + 3 fadh2[m] + fa9p0isocoa[m] 
accoa[m],RMC0092,RMC0105,P/P,NaN,,3 coa[m] + 3 nad[m] + 3 h2o[m] + nadph[m] + 2 fad[m] + fa14p2n6coa[m]  -> 3 accoa[m] + 3 nadh[m] + 2 h[m] + nadp[m] + 2 fadh2[m] + occoa[m] ,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + fa9p0isocoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + ivcoa[m] 
accoa[m],RMC0092,RMC0106,P/P,NaN,,3 coa[m] + 3 nad[m] + 3 h2o[m] + nadph[m] + 2 fad[m] + fa14p2n6coa[m]  -> 3 accoa[m] + 3 nadh[m] + 2 h[m] + nadp[m] + 2 fadh2[m] + occoa[m] ,coa[m] + nad[m] + h2o[m] + fad[m] + fa19c11coa[m]  -> accoa[m] + nadh[m] + h[m] + fadh2[m] + fa17c9coa[m] 
accoa[m],RMC0092,RMC0107,P/P,NaN,,3 coa[m] + 3 nad[m] + 3 h2o[m] + nadph[m] + 2 fad[m] + fa14p2n6coa[m]  -> 3 accoa[m] + 3 nadh[m] + 2 h[m] + nadp[m] + 2 fadh2[m] + occoa[m] ,3 coa[m] + 3 nad[m] + 3 h2o[m] + 3 fad[m] + fa17c9coa[m]  -> 3 accoa[m] + 3 nadh[m] + 3 h[m] + 3 fadh2[m] + fa11c3coa[m] 
accoa[m],RMC0092,RMC0126,P/P,NaN,,3 coa[m] + 3 nad[m] + 3 h2o[m] + nadph[m] + 2 fad[m] + fa14p2n6coa[m]  -> 3 accoa[m] + 3 nadh[m] + 2 h[m] + nadp[m] + 2 fadh2[m] + occoa[m] ,coa[m] + nad[m] + h2o[m] + fad[m] + stcoa[m]  -> accoa[m] + nadh[m] + h[m] + fadh2[m] + pmtcoa[m] 
accoa[m],RMC0093,RMC0094,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + dlnlcgcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + fa16p3n6coa[m] ,coa[m] + nad[m] + h2o[m] + nadph[m] + fad[m] + fa16p3n6coa[m]  -> accoa[m] + nadh[m] + nadp[m] + fadh2[m] + fa14p2n6coa[m] 
accoa[m],RMC0093,RMC0095,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + dlnlcgcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + fa16p3n6coa[m] ,2 coa[m] + 2 nad[m] + 2 h2o[m] + fad[m] + arachdcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + fadh2[m] + fa16p3n6coa[m] 
accoa[m],RMC0093,RMC0096,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + dlnlcgcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + fa16p3n6coa[m] ,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + eicostetcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + fa16p4n3coa[m] 
accoa[m],RMC0093,RMC0097,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + dlnlcgcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + fa16p3n6coa[m] ,4 coa[m] + 4 nad[m] + 4 h2o[m] + 2 nadph[m] + 3 fad[m] + fa16p4n3coa[m]  -> 4 accoa[m] + 4 nadh[m] + 2 h[m] + 2 nadp[m] + 3 fadh2[m] + fa8p1n3coa[m] 
accoa[m],RMC0093,RMC0098,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + dlnlcgcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + fa16p3n6coa[m] ,2 coa[m] + 2 nad[m] + 2 h2o[m] + fad[m] + tmndnccoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + fadh2[m] + fa16p4n3coa[m] 
accoa[m],RMC0093,RMC0100,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + dlnlcgcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + fa16p3n6coa[m] ,2 coa[m] + 2 nad[m] + 2 h2o[m] + fad[m] + fa8p1n3coa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + fadh2[m] + btcoa[m] 
accoa[m],RMC0093,RMC0103,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + dlnlcgcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + fa16p3n6coa[m] ,coa[m] + nad[m] + h2o[m] + fad[m] + fa17p0isocoa[m]  -> accoa[m] + nadh[m] + h[m] + fadh2[m] + fa15p0isocoa[m] 
accoa[m],RMC0093,RMC0104,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + dlnlcgcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + fa16p3n6coa[m] ,3 coa[m] + 3 nad[m] + 3 h2o[m] + 3 fad[m] + fa15p0isocoa[m]  -> 3 accoa[m] + 3 nadh[m] + 3 h[m] + 3 fadh2[m] + fa9p0isocoa[m] 
accoa[m],RMC0093,RMC0105,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + dlnlcgcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + fa16p3n6coa[m] ,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + fa9p0isocoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + ivcoa[m] 
accoa[m],RMC0093,RMC0106,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + dlnlcgcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + fa16p3n6coa[m] ,coa[m] + nad[m] + h2o[m] + fad[m] + fa19c11coa[m]  -> accoa[m] + nadh[m] + h[m] + fadh2[m] + fa17c9coa[m] 
accoa[m],RMC0093,RMC0107,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + dlnlcgcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + fa16p3n6coa[m] ,3 coa[m] + 3 nad[m] + 3 h2o[m] + 3 fad[m] + fa17c9coa[m]  -> 3 accoa[m] + 3 nadh[m] + 3 h[m] + 3 fadh2[m] + fa11c3coa[m] 
accoa[m],RMC0093,RMC0126,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + dlnlcgcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + fa16p3n6coa[m] ,coa[m] + nad[m] + h2o[m] + fad[m] + stcoa[m]  -> accoa[m] + nadh[m] + h[m] + fadh2[m] + pmtcoa[m] 
accoa[m],RMC0094,RMC0095,P/P,NaN,,coa[m] + nad[m] + h2o[m] + nadph[m] + fad[m] + fa16p3n6coa[m]  -> accoa[m] + nadh[m] + nadp[m] + fadh2[m] + fa14p2n6coa[m] ,2 coa[m] + 2 nad[m] + 2 h2o[m] + fad[m] + arachdcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + fadh2[m] + fa16p3n6coa[m] 
accoa[m],RMC0094,RMC0096,P/P,NaN,,coa[m] + nad[m] + h2o[m] + nadph[m] + fad[m] + fa16p3n6coa[m]  -> accoa[m] + nadh[m] + nadp[m] + fadh2[m] + fa14p2n6coa[m] ,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + eicostetcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + fa16p4n3coa[m] 
accoa[m],RMC0094,RMC0097,P/P,NaN,,coa[m] + nad[m] + h2o[m] + nadph[m] + fad[m] + fa16p3n6coa[m]  -> accoa[m] + nadh[m] + nadp[m] + fadh2[m] + fa14p2n6coa[m] ,4 coa[m] + 4 nad[m] + 4 h2o[m] + 2 nadph[m] + 3 fad[m] + fa16p4n3coa[m]  -> 4 accoa[m] + 4 nadh[m] + 2 h[m] + 2 nadp[m] + 3 fadh2[m] + fa8p1n3coa[m] 
accoa[m],RMC0094,RMC0098,P/P,NaN,,coa[m] + nad[m] + h2o[m] + nadph[m] + fad[m] + fa16p3n6coa[m]  -> accoa[m] + nadh[m] + nadp[m] + fadh2[m] + fa14p2n6coa[m] ,2 coa[m] + 2 nad[m] + 2 h2o[m] + fad[m] + tmndnccoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + fadh2[m] + fa16p4n3coa[m] 
accoa[m],RMC0094,RMC0100,P/P,NaN,,coa[m] + nad[m] + h2o[m] + nadph[m] + fad[m] + fa16p3n6coa[m]  -> accoa[m] + nadh[m] + nadp[m] + fadh2[m] + fa14p2n6coa[m] ,2 coa[m] + 2 nad[m] + 2 h2o[m] + fad[m] + fa8p1n3coa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + fadh2[m] + btcoa[m] 
accoa[m],RMC0094,RMC0103,P/P,NaN,,coa[m] + nad[m] + h2o[m] + nadph[m] + fad[m] + fa16p3n6coa[m]  -> accoa[m] + nadh[m] + nadp[m] + fadh2[m] + fa14p2n6coa[m] ,coa[m] + nad[m] + h2o[m] + fad[m] + fa17p0isocoa[m]  -> accoa[m] + nadh[m] + h[m] + fadh2[m] + fa15p0isocoa[m] 
accoa[m],RMC0094,RMC0104,P/P,NaN,,coa[m] + nad[m] + h2o[m] + nadph[m] + fad[m] + fa16p3n6coa[m]  -> accoa[m] + nadh[m] + nadp[m] + fadh2[m] + fa14p2n6coa[m] ,3 coa[m] + 3 nad[m] + 3 h2o[m] + 3 fad[m] + fa15p0isocoa[m]  -> 3 accoa[m] + 3 nadh[m] + 3 h[m] + 3 fadh2[m] + fa9p0isocoa[m] 
accoa[m],RMC0094,RMC0105,P/P,NaN,,coa[m] + nad[m] + h2o[m] + nadph[m] + fad[m] + fa16p3n6coa[m]  -> accoa[m] + nadh[m] + nadp[m] + fadh2[m] + fa14p2n6coa[m] ,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + fa9p0isocoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + ivcoa[m] 
accoa[m],RMC0094,RMC0106,P/P,NaN,,coa[m] + nad[m] + h2o[m] + nadph[m] + fad[m] + fa16p3n6coa[m]  -> accoa[m] + nadh[m] + nadp[m] + fadh2[m] + fa14p2n6coa[m] ,coa[m] + nad[m] + h2o[m] + fad[m] + fa19c11coa[m]  -> accoa[m] + nadh[m] + h[m] + fadh2[m] + fa17c9coa[m] 
accoa[m],RMC0094,RMC0107,P/P,NaN,,coa[m] + nad[m] + h2o[m] + nadph[m] + fad[m] + fa16p3n6coa[m]  -> accoa[m] + nadh[m] + nadp[m] + fadh2[m] + fa14p2n6coa[m] ,3 coa[m] + 3 nad[m] + 3 h2o[m] + 3 fad[m] + fa17c9coa[m]  -> 3 accoa[m] + 3 nadh[m] + 3 h[m] + 3 fadh2[m] + fa11c3coa[m] 
accoa[m],RMC0094,RMC0126,P/P,NaN,,coa[m] + nad[m] + h2o[m] + nadph[m] + fad[m] + fa16p3n6coa[m]  -> accoa[m] + nadh[m] + nadp[m] + fadh2[m] + fa14p2n6coa[m] ,coa[m] + nad[m] + h2o[m] + fad[m] + stcoa[m]  -> accoa[m] + nadh[m] + h[m] + fadh2[m] + pmtcoa[m] 
accoa[m],RMC0095,RMC0096,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + fad[m] + arachdcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + fadh2[m] + fa16p3n6coa[m] ,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + eicostetcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + fa16p4n3coa[m] 
accoa[m],RMC0095,RMC0097,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + fad[m] + arachdcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + fadh2[m] + fa16p3n6coa[m] ,4 coa[m] + 4 nad[m] + 4 h2o[m] + 2 nadph[m] + 3 fad[m] + fa16p4n3coa[m]  -> 4 accoa[m] + 4 nadh[m] + 2 h[m] + 2 nadp[m] + 3 fadh2[m] + fa8p1n3coa[m] 
accoa[m],RMC0095,RMC0098,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + fad[m] + arachdcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + fadh2[m] + fa16p3n6coa[m] ,2 coa[m] + 2 nad[m] + 2 h2o[m] + fad[m] + tmndnccoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + fadh2[m] + fa16p4n3coa[m] 
accoa[m],RMC0095,RMC0100,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + fad[m] + arachdcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + fadh2[m] + fa16p3n6coa[m] ,2 coa[m] + 2 nad[m] + 2 h2o[m] + fad[m] + fa8p1n3coa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + fadh2[m] + btcoa[m] 
accoa[m],RMC0095,RMC0103,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + fad[m] + arachdcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + fadh2[m] + fa16p3n6coa[m] ,coa[m] + nad[m] + h2o[m] + fad[m] + fa17p0isocoa[m]  -> accoa[m] + nadh[m] + h[m] + fadh2[m] + fa15p0isocoa[m] 
accoa[m],RMC0095,RMC0104,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + fad[m] + arachdcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + fadh2[m] + fa16p3n6coa[m] ,3 coa[m] + 3 nad[m] + 3 h2o[m] + 3 fad[m] + fa15p0isocoa[m]  -> 3 accoa[m] + 3 nadh[m] + 3 h[m] + 3 fadh2[m] + fa9p0isocoa[m] 
accoa[m],RMC0095,RMC0105,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + fad[m] + arachdcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + fadh2[m] + fa16p3n6coa[m] ,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + fa9p0isocoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + ivcoa[m] 
accoa[m],RMC0095,RMC0106,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + fad[m] + arachdcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + fadh2[m] + fa16p3n6coa[m] ,coa[m] + nad[m] + h2o[m] + fad[m] + fa19c11coa[m]  -> accoa[m] + nadh[m] + h[m] + fadh2[m] + fa17c9coa[m] 
accoa[m],RMC0095,RMC0107,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + fad[m] + arachdcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + fadh2[m] + fa16p3n6coa[m] ,3 coa[m] + 3 nad[m] + 3 h2o[m] + 3 fad[m] + fa17c9coa[m]  -> 3 accoa[m] + 3 nadh[m] + 3 h[m] + 3 fadh2[m] + fa11c3coa[m] 
accoa[m],RMC0095,RMC0126,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + fad[m] + arachdcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + fadh2[m] + fa16p3n6coa[m] ,coa[m] + nad[m] + h2o[m] + fad[m] + stcoa[m]  -> accoa[m] + nadh[m] + h[m] + fadh2[m] + pmtcoa[m] 
accoa[m],RMC0096,RMC0097,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + eicostetcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + fa16p4n3coa[m] ,4 coa[m] + 4 nad[m] + 4 h2o[m] + 2 nadph[m] + 3 fad[m] + fa16p4n3coa[m]  -> 4 accoa[m] + 4 nadh[m] + 2 h[m] + 2 nadp[m] + 3 fadh2[m] + fa8p1n3coa[m] 
accoa[m],RMC0096,RMC0098,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + eicostetcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + fa16p4n3coa[m] ,2 coa[m] + 2 nad[m] + 2 h2o[m] + fad[m] + tmndnccoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + fadh2[m] + fa16p4n3coa[m] 
accoa[m],RMC0096,RMC0100,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + eicostetcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + fa16p4n3coa[m] ,2 coa[m] + 2 nad[m] + 2 h2o[m] + fad[m] + fa8p1n3coa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + fadh2[m] + btcoa[m] 
accoa[m],RMC0096,RMC0103,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + eicostetcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + fa16p4n3coa[m] ,coa[m] + nad[m] + h2o[m] + fad[m] + fa17p0isocoa[m]  -> accoa[m] + nadh[m] + h[m] + fadh2[m] + fa15p0isocoa[m] 
accoa[m],RMC0096,RMC0104,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + eicostetcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + fa16p4n3coa[m] ,3 coa[m] + 3 nad[m] + 3 h2o[m] + 3 fad[m] + fa15p0isocoa[m]  -> 3 accoa[m] + 3 nadh[m] + 3 h[m] + 3 fadh2[m] + fa9p0isocoa[m] 
accoa[m],RMC0096,RMC0105,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + eicostetcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + fa16p4n3coa[m] ,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + fa9p0isocoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + ivcoa[m] 
accoa[m],RMC0096,RMC0106,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + eicostetcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + fa16p4n3coa[m] ,coa[m] + nad[m] + h2o[m] + fad[m] + fa19c11coa[m]  -> accoa[m] + nadh[m] + h[m] + fadh2[m] + fa17c9coa[m] 
accoa[m],RMC0096,RMC0107,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + eicostetcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + fa16p4n3coa[m] ,3 coa[m] + 3 nad[m] + 3 h2o[m] + 3 fad[m] + fa17c9coa[m]  -> 3 accoa[m] + 3 nadh[m] + 3 h[m] + 3 fadh2[m] + fa11c3coa[m] 
accoa[m],RMC0096,RMC0126,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + eicostetcoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + fa16p4n3coa[m] ,coa[m] + nad[m] + h2o[m] + fad[m] + stcoa[m]  -> accoa[m] + nadh[m] + h[m] + fadh2[m] + pmtcoa[m] 
accoa[m],RMC0097,RMC0098,P/P,NaN,,4 coa[m] + 4 nad[m] + 4 h2o[m] + 2 nadph[m] + 3 fad[m] + fa16p4n3coa[m]  -> 4 accoa[m] + 4 nadh[m] + 2 h[m] + 2 nadp[m] + 3 fadh2[m] + fa8p1n3coa[m] ,2 coa[m] + 2 nad[m] + 2 h2o[m] + fad[m] + tmndnccoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + fadh2[m] + fa16p4n3coa[m] 
accoa[m],RMC0097,RMC0100,P/P,NaN,,4 coa[m] + 4 nad[m] + 4 h2o[m] + 2 nadph[m] + 3 fad[m] + fa16p4n3coa[m]  -> 4 accoa[m] + 4 nadh[m] + 2 h[m] + 2 nadp[m] + 3 fadh2[m] + fa8p1n3coa[m] ,2 coa[m] + 2 nad[m] + 2 h2o[m] + fad[m] + fa8p1n3coa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + fadh2[m] + btcoa[m] 
accoa[m],RMC0097,RMC0103,P/P,NaN,,4 coa[m] + 4 nad[m] + 4 h2o[m] + 2 nadph[m] + 3 fad[m] + fa16p4n3coa[m]  -> 4 accoa[m] + 4 nadh[m] + 2 h[m] + 2 nadp[m] + 3 fadh2[m] + fa8p1n3coa[m] ,coa[m] + nad[m] + h2o[m] + fad[m] + fa17p0isocoa[m]  -> accoa[m] + nadh[m] + h[m] + fadh2[m] + fa15p0isocoa[m] 
accoa[m],RMC0097,RMC0104,P/P,NaN,,4 coa[m] + 4 nad[m] + 4 h2o[m] + 2 nadph[m] + 3 fad[m] + fa16p4n3coa[m]  -> 4 accoa[m] + 4 nadh[m] + 2 h[m] + 2 nadp[m] + 3 fadh2[m] + fa8p1n3coa[m] ,3 coa[m] + 3 nad[m] + 3 h2o[m] + 3 fad[m] + fa15p0isocoa[m]  -> 3 accoa[m] + 3 nadh[m] + 3 h[m] + 3 fadh2[m] + fa9p0isocoa[m] 
accoa[m],RMC0097,RMC0105,P/P,NaN,,4 coa[m] + 4 nad[m] + 4 h2o[m] + 2 nadph[m] + 3 fad[m] + fa16p4n3coa[m]  -> 4 accoa[m] + 4 nadh[m] + 2 h[m] + 2 nadp[m] + 3 fadh2[m] + fa8p1n3coa[m] ,2 coa[m] + 2 nad[m] + 2 h2o[m] + 2 fad[m] + fa9p0isocoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + 2 fadh2[m] + ivcoa[m] 
accoa[m],RMC0097,RMC0106,P/P,NaN,,4 coa[m] + 4 nad[m] + 4 h2o[m] + 2 nadph[m] + 3 fad[m] + fa16p4n3coa[m]  -> 4 accoa[m] + 4 nadh[m] + 2 h[m] + 2 nadp[m] + 3 fadh2[m] + fa8p1n3coa[m] ,coa[m] + nad[m] + h2o[m] + fad[m] + fa19c11coa[m]  -> accoa[m] + nadh[m] + h[m] + fadh2[m] + fa17c9coa[m] 
accoa[m],RMC0097,RMC0107,P/P,NaN,,4 coa[m] + 4 nad[m] + 4 h2o[m] + 2 nadph[m] + 3 fad[m] + fa16p4n3coa[m]  -> 4 accoa[m] + 4 nadh[m] + 2 h[m] + 2 nadp[m] + 3 fadh2[m] + fa8p1n3coa[m] ,3 coa[m] + 3 nad[m] + 3 h2o[m] + 3 fad[m] + fa17c9coa[m]  -> 3 accoa[m] + 3 nadh[m] + 3 h[m] + 3 fadh2[m] + fa11c3coa[m] 
accoa[m],RMC0097,RMC0126,P/P,NaN,,4 coa[m] + 4 nad[m] + 4 h2o[m] + 2 nadph[m] + 3 fad[m] + fa16p4n3coa[m]  -> 4 accoa[m] + 4 nadh[m] + 2 h[m] + 2 nadp[m] + 3 fadh2[m] + fa8p1n3coa[m] ,coa[m] + nad[m] + h2o[m] + fad[m] + stcoa[m]  -> accoa[m] + nadh[m] + h[m] + fadh2[m] + pmtcoa[m] 
accoa[m],RMC0098,RMC0100,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + fad[m] + tmndnccoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + fadh2[m] + fa16p4n3coa[m] ,2 coa[m] + 2 nad[m] + 2 h2o[m] + fad[m] + fa8p1n3coa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + fadh2[m] + btcoa[m] 
accoa[m],RMC0098,RMC0103,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + fad[m] + tmndnccoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + fadh2[m] + fa16p4n3coa[m] ,coa[m] + nad[m] + h2o[m] + fad[m] + fa17p0isocoa[m]  -> accoa[m] + nadh[m] + h[m] + fadh2[m] + fa15p0isocoa[m] 
accoa[m],RMC0098,RMC0104,P/P,NaN,,2 coa[m] + 2 nad[m] + 2 h2o[m] + fad[m] + tmndnccoa[m]  -> 2 accoa[m] + 2 nadh[m] + 2 h[m] + fadh2[m] + fa16p4n3coa[m] ,3 coa[m] + 3 nad[m] + 3 h2o[m] + 3 fad[m] + fa15p0isocoa[m]  -> 3 accoa[m] + 3 nadh[m] + 3 h[m] + 3 fadh2[m] + fa9p0isocoa[m] 
